institute,institute_short,program,program_core,quota,seat_type,gender,opening_rank,closing_rank,degree,duration_years,degree_type,is_dual
Indian Institute of Technology Patna,IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,12605,15400,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,22067,24896,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,1954,3377,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,7383,9042,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Economics (4 Years, Bachelor of Science)",Economics,AI,OPEN,Gender-Neutral,7598,13720,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Patna,IIT Patna,"Economics (4 Years, Bachelor of Science)",Economics,AI,OPEN,Female-only,21182,22870,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Patna,IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Electrical and Electronics Engineering,AI,OPEN,Gender-Neutral,6177,7502,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Electrical and Electronics Engineering,AI,OPEN,Female-only,14374,15804,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,4803,6167,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Female-only,10634,13073,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Gender-Neutral,11060,12986,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Female-only,21075,22305,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Gender-Neutral,3854,4851,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Female-only,10136,11670,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,8588,11758,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,19717,21621,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,13771,16510,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,AI,OPEN,Female-only,24221,25605,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Architecture (5 Years, Bachelor of Architecture)",Architecture,AI,OPEN,Gender-Neutral,12842,17665,"5 Years, Bachelor of Architecture",5,B.Arch,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Architecture (5 Years, Bachelor of Architecture)",Architecture,AI,OPEN,Female-only,4770,9462,"5 Years, Bachelor of Architecture",5,B.Arch,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",Biosciences and Bioengineering,AI,OPEN,Gender-Neutral,752,8159,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",Biosciences and Bioengineering,AI,OPEN,Female-only,12357,15307,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,3428,4816,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,7632,10475,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Chemical Sciences,AI,OPEN,Gender-Neutral,9374,11130,"5 Years, Bachelor of Science and Master of Science (Dual Degree)",5,Dual Degree (BS-MS),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Chemical Sciences,AI,OPEN,Female-only,17372,20185,"5 Years, Bachelor of Science and Master of Science (Dual Degree)",5,Dual Degree (BS-MS),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,5247,6870,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,11654,14131,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,275,592,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,1331,2047,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",Data Science and Artificial Intelligence,AI,OPEN,Gender-Neutral,564,845,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",Data Science and Artificial Intelligence,AI,OPEN,Female-only,2267,2591,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Economics,AI,OPEN,Gender-Neutral,3876,5938,"5 Years, Bachelor of Science and Master of Science (Dual Degree)",5,Dual Degree (BS-MS),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Economics,AI,OPEN,Female-only,6937,9905,"5 Years, Bachelor of Science and Master of Science (Dual Degree)",5,Dual Degree (BS-MS),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,1254,2091,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,4916,5892,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,1048,1486,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Female-only,3077,4788,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,AI,OPEN,Gender-Neutral,3321,4761,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,AI,OPEN,Female-only,8350,8350,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Gender-Neutral,2633,4544,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Female-only,8120,11032,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",Geological Technology,AI,OPEN,Gender-Neutral,8661,10016,"5 Years, Integrated Master of Technology",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",Geological Technology,AI,OPEN,Female-only,17925,18509,"5 Years, Integrated Master of Technology",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",Geophysical Technology,AI,OPEN,Gender-Neutral,6428,8870,"5 Years, Integrated Master of Technology",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",Geophysical Technology,AI,OPEN,Female-only,15223,20831,"5 Years, Integrated Master of Technology",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Mathematics & Computing,AI,OPEN,Gender-Neutral,1158,1513,"5 Years, Bachelor of Science and Master of Science (Dual Degree)",5,Dual Degree (BS-MS),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Mathematics & Computing,AI,OPEN,Female-only,4378,4953,"5 Years, Bachelor of Science and Master of Science (Dual Degree)",5,Dual Degree (BS-MS),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,2155,3897,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,6626,10445,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,6280,7341,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,AI,OPEN,Female-only,15493,16021,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Physics,AI,OPEN,Gender-Neutral,4489,10171,"5 Years, Bachelor of Science and Master of Science (Dual Degree)",5,Dual Degree (BS-MS),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",Physics,AI,OPEN,Female-only,18169,19251,"5 Years, Bachelor of Science and Master of Science (Dual Degree)",5,Dual Degree (BS-MS),yes
Indian Institute of Technology Roorkee,IIT Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Production and Industrial Engineering,AI,OPEN,Gender-Neutral,4510,5820,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Roorkee,IIT Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",Production and Industrial Engineering,AI,OPEN,Female-only,9886,11014,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",Applied Geology,AI,OPEN,Gender-Neutral,16335,17892,"5 Years, Integrated Master of Technology",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",Applied Geology,AI,OPEN,Female-only,24505,24505,"5 Years, Integrated Master of Technology",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",Applied Geophysics,AI,OPEN,Gender-Neutral,16223,17507,"5 Years, Integrated Master of Technology",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",Applied Geophysics,AI,OPEN,Female-only,25691,25691,"5 Years, Integrated Master of Technology",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai),AI,OPEN,Gender-Neutral,11910,16770,"5 Years, Integrated B. Tech. and MBA",5,B.Tech + MBA,yes
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai),AI,OPEN,Female-only,22272,25310,"5 Years, Integrated B. Tech. and MBA",5,B.Tech + MBA,yes
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",Chemical Science,AI,OPEN,Gender-Neutral,16394,18334,"5 Years, Integrated Bachelor of Science-Master of Science",5,Dual Degree (BS-MS),yes
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",Chemical Science,AI,OPEN,Female-only,25720,26168,"5 Years, Integrated Bachelor of Science-Master of Science",5,Dual Degree (BS-MS),yes
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,9636,11980,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,18816,21062,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,10753,13778,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,21112,22563,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,2143,3585,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,5353,7866,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,5842,7603,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,9081,16336,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,2795,5839,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Female-only,6704,12997,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Gender-Neutral,8484,11711,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Female-only,19430,20761,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",Environmental Engineering,AI,OPEN,Gender-Neutral,14372,16752,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",Environmental Engineering,AI,OPEN,Female-only,20318,25347,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Gender-Neutral,2297,4335,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Female-only,8073,9672,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,7662,10273,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,16890,20567,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",Mineral and Metallurgical Engineering,AI,OPEN,Gender-Neutral,11781,14875,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",Mineral and Metallurgical Engineering,AI,OPEN,Female-only,21574,23662,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",Mining Engineering,AI,OPEN,Gender-Neutral,12833,15455,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",Mining Engineering,AI,OPEN,Female-only,23441,25110,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",Mining Machinery Engineering,AI,OPEN,Gender-Neutral,12787,16579,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",Mining Machinery Engineering,AI,OPEN,Female-only,24774,25237,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",Petroleum Engineering,AI,OPEN,Gender-Neutral,9681,12709,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",Petroleum Engineering,AI,OPEN,Female-only,20718,23063,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Physical Science (5 Years, Integrated Bachelor of Science-Master of Science)",Physical Science,AI,OPEN,Gender-Neutral,15891,18368,"5 Years, Integrated Bachelor of Science-Master of Science",5,Dual Degree (BS-MS),yes
Indian Institute of Technology (ISM) Dhanbad,IIT (ISM) Dhanbad,"Physical Science (5 Years, Integrated Bachelor of Science-Master of Science)",Physical Science,AI,OPEN,Female-only,25701,26143,"5 Years, Integrated Bachelor of Science-Master of Science",5,Dual Degree (BS-MS),yes
Indian Institute of Technology Ropar,IIT Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Artificial Intelligence and Data Engineering,AI,OPEN,Gender-Neutral,2558,3500,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Artificial Intelligence and Data Engineering,AI,OPEN,Female-only,5982,8247,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,8901,10655,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,18153,18788,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,9142,12488,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,20462,21733,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,1680,2512,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,3820,7118,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Digital Agriculture (4 Years, Bachelor of Technology)",Digital Agriculture,AI,OPEN,Gender-Neutral,11311,14480,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Digital Agriculture (4 Years, Bachelor of Technology)",Digital Agriculture,AI,OPEN,Female-only,21565,23540,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,3940,6311,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,10841,13817,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Electrical Engineering (Integrated Circuit Design and Technology) (4 Years, Bachelor of Technology)",Electrical Engineering (Integrated Circuit Design and Technology),AI,OPEN,Gender-Neutral,4759,5527,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Electrical Engineering (Integrated Circuit Design and Technology) (4 Years, Bachelor of Technology)",Electrical Engineering (Integrated Circuit Design and Technology),AI,OPEN,Female-only,9891,12525,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Gender-Neutral,7857,9576,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Female-only,18285,19091,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Gender-Neutral,2122,3954,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Female-only,7735,9670,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,7135,9115,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,14807,17810,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,10832,13777,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Ropar,IIT Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,AI,OPEN,Female-only,21792,23034,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",Architecture,AI,OPEN,Gender-Neutral,18471,20792,"5 Years, Bachelor of Architecture",5,B.Arch,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",Architecture,AI,OPEN,Female-only,26381,28481,"5 Years, Bachelor of Architecture",5,B.Arch,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",Biochemical Engineering,AI,OPEN,Gender-Neutral,11390,13255,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",Biochemical Engineering,AI,OPEN,Female-only,20988,21087,"4 Years, Bachelor of Technology",4,B.Tech,no
